t,c,witness_m,b_t
8193,2488,3539017,20386672
8193,2489,3560533,20394866
8193,2486,3640371,20370284
8193,2573,4461689,21083162
8193,2574,4711737,21091356
8297,3083,8336981,25582734
8297,3081,8441801,25566138
8297,3101,8501511,25732098
8297,3100,8516751,25723800
8297,3092,8568379,25657416
8297,3099,8569963,25715502
8297,3097,9099605,25698906
8297,3098,9129101,25707204
8303,2327,1979345,19323408
8303,2399,2456931,19921296
8303,2401,2465173,19937904
8303,2400,2466763,19929600
8351,2386,2440513,19927872
8351,2384,2454411,19911168
8377,2104,292999,17627312
8377,2148,364349,17995944
8481,2191,627425,18584062
8481,3116,8457231,26429912
8481,3117,8513413,26438394
8481,3119,8516201,26455358
8481,3120,8564263,26463840
8481,3118,8572971,26446876
8481,3229,9369429,27388378
8481,3230,9387111,27396860
8481,3232,9412519,27413824
8481,3231,9413549,27405342
8481,3239,9459291,27473198
8481,3226,9969333,27362932
8503,2335,1807649,19856840
8503,2331,1827951,19822824
8503,2332,1848841,19831328
8503,2329,1877617,19805816
8503,2908,6867961,24729632
8577,2593,3522061,22242754
8577,2590,3542289,22217020
8577,2594,3589813,22251332
8577,2600,3769445,22302800
8577,2584,3778851,22165552
8577,2585,3779333,22174130
8577,2599,3794273,22294222
8577,2598,3814851,22285644
8577,2597,3863373,22277066
8577,2596,4003857,22268488
8577,2601,4014153,22311378
8577,2604,4103539,22337112
8577,2605,4119433,22345690
8577,2606,4150699,22354268
8577,3280,9802557,28135840
8577,3284,9816693,28170152
8577,3295,9948221,28264510
8767,2202,159531,19307136
8767,2260,626037,19815680
8767,2259,650497,19806912
8767,2304,812511,20201472
8767,2303,855859,20192704
8767,2417,1994533,21192256
8767,2416,2102793,21183488
8767,2418,2133213,21201024
8767,2414,2158113,21165952
8767,2413,2181721,21157184
8897,2658,3815041,23650884
8897,2711,4330169,24122478
8897,2710,4332813,24113580
8897,2712,4467439,24131376
8897,2802,4878711,24932196
8897,2782,4911283,24754236
8897,2803,4938213,24941094
8897,2804,5065131,24949992
8897,2790,5068601,24825420
8897,2801,5078381,24923298
8897,2780,5206205,24736440
8897,2781,5216169,24745338
8897,2875,5920241,25581750
8897,3031,6988205,26969838
8991,3287,9056119,29556704
8991,3286,9056931,29547712
8991,3301,9467391,29682592
8991,3347,9874933,30096224
8991,3344,9892293,30069248
8991,3345,9908313,30078240
8991,3353,9947151,30150176
8991,3352,9980059,30141184
8991,3348,9994543,30105216
9001,3137,7960243,28239274
9025,2537,2266173,22898962
9025,2521,2289009,22754546
9025,2520,2304749,22745520
9025,2531,2346103,22844806
9025,2513,2357599,22682338
9025,2548,2400665,22998248
9025,2546,2418185,22980196
9025,2526,2418633,22799676
9025,2525,2420151,22790650
9025,2534,2423173,22871884
9025,2545,2425385,22971170
9025,2523,2436351,22772598
9025,2533,2454253,22862858
9025,2517,2459175,22718442
9025,2522,2465353,22763572
9025,2530,2483493,22835780
9025,2524,2501945,22781624
9025,2527,2514799,22808702
9025,2528,2544873,22817728
9025,2554,2560219,23052404
9025,2557,2569957,23079482
9025,2555,2609511,23061430
9025,2556,2613189,23070456
9025,2553,2630175,23043378
9025,2572,2695409,23214872
9025,2529,2697703,22826754
9025,2550,2718189,23016300
9025,2551,2718457,23025326
9025,2540,2745457,22926040
9025,2547,2756923,22989222
9025,2552,2800681,23034352
9025,2629,3191993,23729354
9025,3324,9581921,30002424
9025,3322,9593419,29984372
9025,3330,9687171,30056580
9047,3075,7175461,27822600
9047,3133,7863009,28347384
9047,3132,7863101,28338336
9047,3131,7871533,28329288
9047,3128,8031231,28302144
9047,3129,8303189,28311192
9057,2571,2781273,23288118
9057,2572,2789955,23297176
9057,2570,2872611,23279060
9057,2633,3397533,23849714
9057,2663,3483329,24121454
9057,2634,3488211,23858772
9057,2664,3500489,24130512
9057,2665,3513773,24139570
9097,3319,9380775,30196262
9097,3318,9411005,30187164
9097,3313,9441597,30141674
9097,3274,9651795,29786852
9097,3369,9882273,30651162
9113,2386,850243,21746004
9295,2965,6001917,27562640
9295,2961,6083091,27525456
9295,2985,6177089,27748560
9295,2984,6185697,27739264
9295,2983,6219329,27729968
9295,2957,6371937,27488272
9433,3018,6014677,28471812
9433,3021,6018213,28500114
9433,3022,6022071,28509548
9433,3023,6032961,28518982
9433,3024,6061173,28528416
9433,3025,6085333,28537850
9433,3020,6097017,28490680
9433,3019,6156545,28481246
9433,3096,6876799,29207664
9433,3100,6920091,29245400
9433,3095,6922857,29198230
9433,3097,6943611,29217098
9433,3102,6963245,29264268
9441,2464,863571,23265088
9441,2463,932797,23255646
9441,2465,949681,23274530
9441,2560,1686001,24171520
9441,2935,5298689,27712270
9441,2934,5319823,27702828
9441,2933,5335071,27693386
9441,2932,5383197,27683944
9441,2942,5453053,27778364
9441,2943,5511345,27787806
9441,3171,7813681,29940582
9503,2878,4827913,27352512
9689,2818,3700399,27306420
9689,2827,3778791,27393630
9689,2821,3823673,27335490
9689,2828,3826311,27403320
9689,2848,3830779,27597120
9689,2847,3833211,27587430
9689,2849,3865229,27606810
9689,2850,3882097,27616500
9689,2853,3898491,27645570
9689,2852,3901993,27635880
9689,2851,3977023,27626190
9689,2857,4192005,27684330
9761,3232,7604481,31550784
9761,3233,7604511,31560546
9761,3370,9048553,32897940
9775,3414,9380229,33375264
9775,3422,9457695,33453472
9775,3423,9516555,33463248
9775,3420,9667251,33433920
9775,3427,9721423,33502352
9775,3428,9842861,33512128
9793,3242,7772115,31752148
9793,3243,7884555,31761942
9793,3244,7974193,31771736
9817,2688,2043657,26390784
9817,2702,2252977,26528236
9817,2701,2288729,26518418
9817,2689,2317423,26400602
9817,2700,2319859,26508600
9817,2703,2378741,26538054
9817,2690,2434269,26410420
9817,2762,2637403,27117316
9817,2779,2868905,27284222
9817,2771,2880489,27205678
9817,2778,2899649,27274404
9817,2773,2931945,27225314
9817,2777,2932723,27264586
9817,2772,2952365,27215496
9817,2781,3101145,27303858
9817,2789,3102161,27382402
9817,2760,3123255,27097680
9817,2786,3148077,27352948
9817,2784,3156665,27333312
9817,2810,3167503,27588580
9817,2785,3169989,27343130
9817,2813,3187971,27618034
9817,2780,3194393,27294040
9817,2802,3290381,27510036
9817,2782,3334913,27313676
9817,2798,3385519,27470764
9817,2811,3484635,27598398
9817,2797,3497113,27460946
9817,2821,3497857,27696578
9817,2823,3510615,27716214
9817,2814,3514829,27627852
9817,2819,3521609,27676942
9817,2815,3525089,27637670
9817,2818,3525449,27667124
9817,2832,3565153,27804576
9817,2816,3641013,27647488
9817,2825,3662789,27735850
9817,2836,3687561,27843848
9817,2822,3860893,27706396
9849,2879,4110041,28358150
9849,2880,4383079,28368000
9887,2491,289159,24631008
9889,2688,2042179,26584320
9889,3451,9565809,34130390
9889,3450,9680889,34120500
9889,3481,9744729,34427090
9889,3480,9803803,34417200
9889,3484,9819837,34456760
9889,3472,9832809,34338080
9889,3479,9863677,34407310
9889,3486,9877761,34476540
9889,3485,9888951,34466650
9889,3483,9954357,34446870
9889,3482,9963309,34436980
9897,3333,8357337,32990034
9897,3328,8383377,32940544
9897,3332,8410371,32980136
9897,3335,8412029,33009830
9897,3334,8421305,32999932
9897,3331,8422505,32970238
9897,3329,8430089,32950442
9897,3337,8571905,33029626
9897,3330,8806845,32960340
9903,2860,3628445,28325440
9903,2859,3629113,28315536
9943,3476,9811279,34565344
10063,3456,9312433,34781184
10063,3472,9358077,34942208
10063,3468,9364625,34901952
10063,3471,9364723,34932144
10063,3469,9378253,34912016
10063,3470,9378541,34922080
10063,3460,9379441,34821440
10063,3465,9406281,34871760
10063,3473,9413419,34952272
10063,3474,9415671,34962336
10063,3466,9438739,34881824
10063,3459,9445229,34811376
10063,3464,9452705,34861696
10063,3458,9457879,34801312
10063,3482,9481039,35042848
10063,3467,9522593,34891888
10063,3481,9527443,35032784
10063,3495,9601617,35173680
10063,3496,9603463,35183744
10063,3498,9618433,35203872
10063,3497,9636521,35193808
10063,3493,9678213,35153552
10063,3486,9693943,35083104
10063,3489,9703889,35113296
10063,3485,9737041,35073040
10063,3506,9773641,35284384
10063,3483,9809525,35052912
10063,3509,9819817,35314576
10063,3512,9866839,35344768
10063,3518,9953861,35405152
10071,2749,2151785,27687928
10071,2737,2166489,27567064
10071,2731,2211831,27506632
10071,2748,2351557,27677856
10071,2761,2477599,27808792
10071,2771,2735205,27909512
10071,2772,2758099,27919584
10071,3158,6604893,31807376
10071,3165,6656021,31877880
10071,3166,6689781,31887952
10175,2593,273657,26386368
10175,2571,314623,26162496
10175,2594,744619,26396544
10175,2595,745251,26406720
10175,2837,2627713,28869312
10175,2849,2897193,28991424
10175,2857,2904473,29072832
10175,2859,2905039,29093184
10175,2864,2907891,29144064
10175,2858,2913379,29083008
10175,2848,2917431,28981248
10175,2861,3051019,29113536
10175,2862,3171315,29123712
10175,2860,3197093,29103360
10175,2863,3383157,29133888
10175,3215,6672133,32715840
10175,3213,6688543,32695488
10175,3216,6689853,32726016
10175,3209,6718917,32654784
10175,3214,6724459,32705664
10175,3210,6905613,32664960
10175,3211,6911225,32675136
10175,3219,6965623,32756544
10175,3217,7086041,32736192
10175,3208,7214045,32644608
10175,3218,7494951,32746368
10175,3385,8498803,34445760
10175,3392,8579521,34516992
10175,3386,8588325,34455936
10175,3414,8617993,34740864
10175,3416,9146765,34761216
10209,2596,113119,26505160
10209,2597,113533,26515370
10209,2598,142057,26525580
10209,2599,349269,26535790
10209,2612,387471,26668520
10209,2613,389313,26678730
10209,2617,437631,26719570
10209,2611,469313,26658310
10209,2604,481257,26586840
10209,2618,481671,26729780
10209,2600,498643,26546000
10209,2619,516809,26739990
10209,2610,670361,26648100
10209,2609,688689,26637890
10239,2589,369149,26511360
10239,2596,394125,26583040
10239,2588,413631,26501120
10239,2635,972073,26982400
10239,2664,1198213,27279360
10241,3020,4611153,30930840
10329,3294,7001189,34027020
10329,3341,7454673,34512530
10329,3346,7469997,34564180
10329,3345,7555671,34553850
10329,3343,7603093,34533190
10329,3329,7669581,34388570
10329,3334,7679193,34440220
10329,3328,7687545,34378240
10329,3333,7697985,34429890
10329,3342,7989821,34522860
10329,3546,9959213,36630180
10377,3352,7553921,34787056
10377,3353,7655821,34797434
10377,3342,7716009,34683276
10377,3344,7762303,34704032
10377,3343,7774773,34693654
10377,3356,7835031,34828568
10377,3341,7875379,34672898
10377,3386,8031223,35139908
10377,3384,8059749,35119152
10377,3383,8059925,35108774
10377,3385,8173063,35129530
10377,3387,8185413,35150286
10377,3382,8248961,35098396
10377,3345,8322585,34714410
10377,3346,8322665,34724788
10433,2970,3400191,30988980
10433,2956,3734175,30842904
10433,2955,3765545,30832470
10433,2957,3781541,30853338
10433,2953,3821853,30811602
10433,2974,4007175,31030716
10537,3570,9841201,37620660
10553,2931,2850901,30933774
10553,2930,3089913,30923220
10553,2928,3196903,30902112
10553,2933,3309801,30954882
10553,2929,3310005,30912666
10613,2637,365641,27989118
10631,2664,223809,28323648
10631,2746,839101,29195472
10631,2745,947173,29184840
10631,2748,969189,29216736
10785,3062,4095481,33026732
10785,3061,4136373,33015946
10841,2720,40529,29490240
10841,2722,62081,29511924
10841,2723,77857,29522766
10841,2770,317133,30032340
10841,2750,343833,29815500
10841,2752,471785,29837184
10841,2775,590833,30086550
10841,2779,617031,30129918
10841,2764,618435,29967288
10841,2780,633897,30140760
10841,2774,634365,30075708
10841,2773,711675,30064866
10841,2781,750569,30151602
10841,2771,753861,30043182
10841,2776,777873,30097392
10841,2856,1911813,30964752
10903,3381,7235161,36866424
10903,3380,7237481,36855520
10903,3378,7330851,36833712
10903,3379,7373719,36844616
10903,3386,7426933,36920944
10903,3377,7681093,36822808
10967,3095,4081601,33945960
10967,3118,4108399,34198224
10967,3126,4249911,34285968
10967,3125,4262401,34275000
10967,3124,4263343,34264032
10967,3191,4892105,34998888
10967,3210,4916553,35207280
10967,3190,4949239,34987920
10967,3189,5065759,34976952
10967,3230,5107251,35426640
10967,3239,5123921,35525352
10967,3237,5199389,35503416
10967,3231,5338269,35437608
10967,3229,5479713,35415672
10967,3263,5568953,35788584
10967,3238,5609511,35514384
10967,3262,5645165,35777616
10967,3479,8032445,38157672
10967,3480,8076831,38168640
11073,2829,582693,31328346
11137,3560,8723045,39651280
11137,3562,8893663,39673556
11321,2882,752119,32630004
11321,2883,777853,32641326
11321,2920,857925,33060240
11321,2918,874279,33037596
11321,2919,875419,33048918
11417,3188,3759133,36400584
11417,3191,3778879,36434838
11417,3183,3784681,36343494
11417,3186,3819433,36377748
11417,3185,3827253,36366330
11417,3224,3831181,36811632
11417,3187,3838395,36389166
11417,3181,3846941,36320658
11417,3212,3849161,36674616
11417,3213,3849213,36686034
11417,3182,3862513,36332076
11417,3184,3888629,36354912
11417,3189,3897559,36412002
11417,3193,3903777,36457674
11417,3229,4093229,36868722
11417,3235,4107817,36937230
11417,3231,4121277,36891558
11417,3232,4124433,36902976
11417,3233,4129699,36914394
11417,3222,4198121,36788796
11417,3228,4239785,36857304
11417,3243,4304659,37028574
11417,3244,4304949,37039992
11417,3230,4475337,36880140
11417,3241,4493325,37005738
11417,3242,4506997,37017156
11417,3238,4599433,36971484
11489,2880,1853,33091200
11489,2882,64399,33114180
11489,2879,102453,33079710
11489,2899,257553,33309510
11489,2907,321583,33401430
11727,3478,6691657,40789984
11769,3437,6069453,40453490
11769,3460,6180351,40724200
11769,3459,6297329,40712430
11769,3461,6332803,40735970
11833,3465,6259215,41004810
11833,3466,6404397,41016644
11833,3495,6476705,41359830
11833,3496,6492111,41371664
11841,3604,7468025,42678568
11841,3603,7470621,42666726
11841,3606,7553981,42702252
11841,3607,7602209,42714094
11841,3608,7734033,42725936
11841,3609,7765333,42737778
11841,3605,8020303,42690410
12015,3608,7605171,43353728
12015,3609,7605209,43365744
12057,3356,3961325,40466648
12057,3354,4014231,40442532
12057,3359,4047291,40502822
12057,3358,4051017,40490764
12057,3355,4106325,40454590
12057,3550,6112491,42805900
12057,3567,6351521,43010886
12057,3553,6366681,42842074
12057,3566,6380309,42998828
12057,3563,6462665,42962654
12057,3561,6477729,42938538
12057,3562,6489573,42950596
12057,3565,6489577,42986770
12057,3560,6589497,42926480
12183,3294,2381825,40134096
12183,3291,3160921,40097544
12183,3366,3483209,41011344
12257,3199,1475753,39213342
12287,3245,2175593,39874560
12287,3247,2176505,39899136
12287,3246,2177623,39886848
12287,3256,2229269,40009728
12287,3252,2243833,39960576
12287,3255,2520793,39997440
12287,3394,3992253,41705472
12287,3457,4728425,42479616
12287,3749,8209339,46067712
12287,3750,8229373,46080000
12287,3725,8441839,45772800
12287,3745,8610523,46018560
12287,3746,8855073,46030848
12455,3367,2951285,41939352
12455,3371,3119369,41989176
12599,3224,758273,40622400
12599,3223,759817,40609800
12599,3228,804761,40672800
12599,3230,991251,40698000
12671,3175,31611,40233600
12671,3173,71719,40208256
12671,3179,367393,40284288
12679,3581,5121233,45407080
12679,3585,5132835,45457800
12679,3587,5212377,45483160
12679,3577,5344663,45356360
12679,3584,5551829,45445120
12679,3586,5591539,45470480
12679,3588,5619153,45495840
12679,3583,5709825,45432440
12679,3589,5765691,45508520
12679,3807,8186895,48272760
12679,3805,8232641,48247400
12679,3804,8324229,48234720
12679,3806,8326985,48260080
12679,3803,8356219,48222040
12679,3802,8383243,48209360
12679,3809,8470671,48298120
12697,3481,4045723,44201738
12697,3479,4117431,44176342
12697,3487,4214553,44277926
12697,3488,4218283,44290624
12697,3490,4332461,44316020
12697,3489,4500651,44303322
12735,3344,1612603,42589184
12735,3365,1686103,42856640
12735,3364,1689473,42843904
12735,3345,1750363,42601920
12735,3342,1818885,42563712
12735,3334,1912153,42461824
12735,3341,1935537,42550976
12735,3338,1955839,42512768
12735,3340,1992793,42538240
12735,3363,2494325,42831168
12735,3398,2593833,43276928
12735,3397,2625951,43264192
12735,3399,2672779,43289664
12735,3426,3140853,43633536
12735,3427,3141079,43646272
12735,3431,3169597,43697216
12735,3428,3200561,43659008
12735,3662,6104599,46639232
12801,3474,3391289,44474148
12801,3489,3484545,44666178
12801,3465,3536811,44358930
12801,3470,3739759,44422940
12833,3762,6876181,48281508
12833,3761,6988601,48268674
12863,3823,7403277,49179072
12863,3816,7505359,49089024
12863,3805,7537039,48947520
12863,3824,7666237,49191936
12863,3825,7670617,49204800
12863,3826,7685169,49217664
12863,3821,7693889,49153344
12863,3822,7708611,49166208
12967,3329,512945,43170472
12967,3331,752513,43196408
12985,3331,573425,43256366
12985,3286,638817,42671996
12985,3340,1515117,43373240
13015,3392,1617033,44150272
13217,3819,6804753,50479542
13217,3818,6830803,50466324
13217,3824,6955813,50545632
13217,3820,7018093,50492760
13217,3821,7049669,50505978
13217,4010,9285185,53004180
13217,4008,9329761,52977744
13217,4009,9462113,52990962
13217,4007,9494197,52964526
13247,4079,9908041,54038592
13375,3915,7649443,52367040
13375,3917,7742997,52393792
13375,3916,7747461,52380416
13375,3930,7785269,52567680
13375,3929,7847313,52554304
13375,3920,7854283,52433920
13375,3931,7865585,52581056
13375,3921,7883653,52447296
13473,3630,3348009,48910620
13473,3672,3880625,49476528
13473,3671,3957401,49463054
13473,3673,4152937,49490002
13473,3722,4243371,50150228
13569,3861,6606361,52393770
13569,3862,6606859,52407340
13569,3860,6641991,52380200
13569,3947,7426423,53560790
13569,3950,7562681,53601500
13569,3955,7952857,53669350
13793,3901,5871809,53810394
13793,3902,5960625,53824188
13839,3871,5616353,53574640
13839,3903,5624599,54017520
13839,3872,5625057,53588480
13839,3901,5924217,53989840
13839,3893,5953989,53879120
13839,3939,6324163,54515760
13839,3940,6349251,54529600
13839,3889,6349721,53823760
13839,3888,6413173,53809920
13839,3938,6434565,54501920
13839,3890,6448393,53837600
13839,3936,6580783,54474240
13839,3922,6828413,54280480
13881,3905,6074165,54209210
13881,3904,6348777,54195328
13881,3906,6449841,54223092
13881,3907,6452383,54236974
13881,3908,6478449,54250856
13881,3911,6507989,54292502
13881,3912,6581585,54306384
13921,3608,1778461,50230576
13921,3700,2785197,51511400
13921,3699,2790351,51497478
13921,3857,4897961,53697154
13921,3859,5006293,53724998
13945,4097,8625357,57136762
13945,4077,8663225,56857842
13945,4099,8713573,57164654
13945,4111,8720145,57332006
13945,4078,8737933,56871788
13945,4156,8788843,57959576
13945,4093,8790523,57080978
13945,4140,8881785,57736440
13945,4095,8928079,57108870
13945,4123,9087629,57499358
13945,4112,9137825,57345952
13945,4131,9173277,57610926
13945,4132,9173673,57624872
13945,4122,9308119,57485412
13945,4121,9344081,57471466
13945,4151,9576601,57889846
13945,4113,9619385,57359898
13983,3497,82445,48902048
13983,3496,82813,48888064
13983,3498,139209,48916032
14209,3613,919519,51340730
14209,3612,1001261,51326520
14233,3571,223759,50829614
14233,3611,267101,51398974
14233,3610,275013,51384740
14233,3609,447249,51370506
14233,3608,587037,51356272
14233,3606,1010595,51327804
14233,3622,1259533,51555548
14361,3929,4935293,56428298
14361,3928,5175313,56413936
14361,4005,5966055,57519810
14361,3996,6027689,57390552
14447,3960,4792033,57214080
14447,3967,4887393,57315216
14447,3969,4960473,57344112
14447,3968,5075705,57329664
14447,3966,5081397,57300768
14447,3958,5124909,57185184
14447,3959,5139365,57199632
14447,3949,5159009,57055152
14447,3957,5215453,57170736
14447,3962,5318473,57242976
14447,3948,5342321,57040704
14447,3952,5382043,57098496
14447,3953,5654083,57112944
14447,3972,5699969,57387456
14447,3971,5704193,57373008
14447,3955,5824377,57141840
14447,4202,8288549,60710496
14447,4201,8292343,60696048
14447,4203,8295809,60724944
14625,3854,2509297,56368604
14625,3857,2514473,56412482
14625,3853,2525553,56353978
14625,3855,2918013,56383230
14625,3860,3074693,56456360
14625,3861,3082731,56470986
14625,3862,3145911,56485612
14625,3878,3149289,56719628
14625,3883,3198411,56792758
14625,3881,3260691,56763506
14625,3863,3318465,56500238
14625,3884,3391861,56807384
14625,3868,3512083,56573368
14625,3867,3516139,56558742
14625,3869,3556797,56587994
14625,3916,3604173,57275416
14625,3915,3609733,57260790
14625,3872,3633173,56631872
14625,3914,3690651,57246164
14671,3942,4260501,57837024
14671,3972,4691655,58277184
14671,3953,4862145,57998416
14671,3971,4965181,58262512
14719,3787,1600325,55744640
14719,3788,1624339,55759360
14743,3852,1911837,56793888
14743,3851,1916257,56779144
14743,3850,1993769,56764400
14743,3837,2086843,56572728
14743,3836,2092301,56557984
14743,3838,2095941,56587472
14743,3834,2106117,56528496
14743,3845,2149185,56690680
14743,3846,2172905,56705424
14743,3847,2434663,56720168
14743,3843,2460973,56661192
14743,3856,2557617,56852864
14743,3857,2577125,56867608
14743,3849,2604897,56749656
14743,3821,2837917,56336824
14743,3861,2943199,56926584
14743,3859,3041623,56897096
14743,3864,3132989,56970816
15063,3884,1356269,58508576
15063,3890,1514589,58598960
15063,3878,1519153,58418192
15063,3891,1575139,58614024
15063,3885,1669321,58523640
15063,3879,1730993,58433256
15063,3883,1782465,58493512
15063,3882,1791569,58478448
15063,3892,1876349,58629088
15063,3889,2035399,58583896
15063,3959,2202089,59638376
15063,3961,2847357,59668504
15063,3963,2980333,59698632
15063,3962,3046293,59683568
15135,4055,3841201,61376480
15135,4042,4060949,61179712
15135,4086,4125629,61845696
15135,4095,4278693,61981920
15135,4096,4308953,61997056
15135,4097,4321633,62012192
15135,4089,4330589,61891104
15135,4098,4334613,62027328
15135,4085,4355655,61830560
15135,4092,4590749,61936512
15135,4090,4606145,61906240
15135,4093,4632195,61951648
15135,4127,4739985,62466272
15135,4091,4754377,61921376
15135,4129,4785855,62496544
15135,4094,4817539,61966784
15135,4128,4876483,62481408
15135,4126,5009535,62451136
15135,4149,5672885,62799264
15135,4278,7678671,64751808
15135,4314,8258633,65296704
15135,4332,8348489,65569152
15135,4331,8506633,65554016
15135,4345,8598969,65765920
15135,4339,8762641,65675104
15169,4298,7595585,65200660
15169,4289,7618423,65064130
15169,4299,7705773,65215830
15169,4300,7808465,65231000
15169,4328,8017113,65655760
15169,4330,8121351,65686100
15169,4340,8139111,65837800
15169,4339,8251233,65822630
15341,3816,159581,58545072
15341,3815,159817,58529730
15425,4283,6128893,66069558
15425,4287,6536503,66131262
15425,4286,6537681,66115836
15425,4282,6669665,66054132
15425,4377,8360877,67519602
15519,4157,3914037,64516640
15519,4163,3955933,64609760
15519,4162,4015381,64594240
15519,4164,4080711,64625280
15599,4552,9736209,71011200
15599,4553,9757321,71026800
15599,4554,9805805,71042400
15599,4551,9968817,70995600
15599,4556,9979371,71073600
15599,4555,9985321,71058000
15705,4161,3669081,65352666
15897,4030,682753,64068940
15897,4037,1148105,64180226
15897,4050,1296697,64386900
15897,4051,1415161,64402798
15937,4032,1304781,64262016
15937,4246,4282579,67672748
16031,4189,3025001,67158048
16031,4188,3031721,67142016
16031,4190,3035873,67174080
16031,4193,3283953,67222176
16031,4194,3365081,67238208
16031,4191,3391461,67190112
16055,4177,2229301,67065912
16055,4175,2424493,67033800
16055,4176,2475021,67049856
16319,4578,8834381,74712960
16319,4628,8871753,75528960
16319,4626,8976933,75496320
16319,4624,9081171,75463680
16319,4627,9173409,75512640
16319,4622,9227349,75431040
16319,4629,9378885,75545280
16385,4638,8726451,75998268
16407,4436,4854065,72785888
16407,4441,5048923,72867928
16407,4440,5141031,72851520
16407,4437,5189289,72802296
16407,4442,5210397,72884336
16407,4432,5342609,72720256
16407,4433,5390577,72736664
16407,4443,5628195,72900744
16407,4446,5652281,72949968
16407,4444,5986357,72917152
16641,4533,6394339,75438186
16761,4455,4555769,74674710
16761,4458,4697645,74724996
16761,4457,4805263,74708234
16761,4459,5020745,74741758
16769,4286,1472321,71876220
16769,4285,1751261,71859450
16775,4525,5648031,75911400
16775,4559,6309333,76481784
16775,4558,6365385,76465008
16775,4554,6564777,76397904
16775,4599,6659157,77152824
16775,4593,6681149,77052168
16775,4600,6856357,77169600
16775,4607,7151933,77287032
16775,4591,7167057,77018616
16775,4656,7252473,78109056
16775,4592,7507581,77035392
16775,4647,7605029,77958072
16775,4661,7702233,78192936
16775,4644,7856899,77907744
16775,4646,7899185,77941296
16775,4662,8009073,78209712
16871,4716,8357977,79568352
16871,4747,8602733,80091384
16871,4745,8607943,80057640
16871,4744,8710565,80040768
16871,4742,8722723,80007024
16871,4746,8776425,80074512
16871,4743,8927369,80023896
16871,4739,9030337,79956408
16871,4750,9106857,80142000
16871,4740,9187901,79973280
16871,4751,9189185,80158872
16871,4734,9583265,79872048
16871,4733,9600429,79855176
17217,4371,267079,75259878
17217,4696,6698921,80855728
17217,4711,8006217,81113998
17249,4348,9929,75003000
17249,4350,13289,75037500
17249,4349,69869,75020250
17249,4337,496153,74813250
17249,4351,515083,75054750
17249,4355,584331,75123750
17249,4352,677621,75072000
17249,4356,726609,75141000
17249,4353,933163,75089250
17529,4675,5864129,81952750
17529,4674,5869335,81935220
17567,4619,4135241,81146592
17567,4618,4173555,81129024
17567,4635,4331293,81427680
17567,4617,4443885,81111456
17567,4666,5487981,81972288
17567,4797,8021137,84273696
17567,4882,8332173,85766976
17567,4883,8383219,85784544
17567,4892,8929893,85942656
17567,4891,8931701,85925088
17593,4578,3454925,80545332
17721,4485,766689,79483170
17721,4486,778665,79500892
17721,4479,925081,79376838
17721,4477,988325,79341394
17721,4484,1029237,79465448
17721,4475,1029573,79305950
17721,4483,1050679,79447726
17721,4488,1134809,79536336
17721,4478,1141537,79359116
17721,4501,1152541,79766722
17721,4498,1165365,79713556
17721,4500,1188129,79749000
17721,4491,1188633,79589502
17721,4476,1263185,79323672
17721,4481,1330491,79412282
17721,4480,1335193,79394560
17721,4482,1335353,79430004
17721,4497,1551831,79695834
17721,4494,1676733,79642668
17721,4521,1839357,80121162
17721,4522,1850871,80138884
17721,4503,1968777,79802166
17721,4519,2307425,80085718
17721,4675,4656033,82850350
17721,4674,4675145,82832628
17721,4670,4866897,82761740
17721,4671,4888099,82779462
17721,4676,4957329,82868072
17721,4679,5100619,82921238
18233,4806,4865033,87632604
18233,4807,4935921,87650838
18233,4808,4938613,87669072
18305,4591,54859,84042846
18305,4671,824669,85507326
18305,4672,954771,85525632
18305,4675,977433,85580550
18305,4674,1237181,85562244
18305,4673,1268497,85543938
18361,4603,31279,84520286
18361,4604,47733,84538648
18743,5216,9782353,97768704
18743,5215,9814371,97749960
18823,5244,9012561,98713056
19207,4788,449,91967904
19207,4814,152333,92467312
19207,4812,239441,92428896
19207,4813,259611,92448104
19207,4852,277437,93197216
19207,4995,3218803,95943960
19207,4968,3689271,95425344
19207,4967,3735217,95406136
19329,4958,1992439,95838140
19329,4967,3122497,96012110
19329,5039,3381153,97403870
19329,5034,4879521,97307220
19329,5035,4890831,97326550
19329,5033,4896561,97287890
19329,5102,5122063,98621660
19329,5103,5149491,98640990
19329,5135,5426129,99259550
19329,5132,5543489,99201560
19329,5136,5606239,99278880
19329,5122,5797065,99008260
19329,5152,6684165,99588160
19329,5151,6700197,99568830
19329,5153,6790473,99607490
19329,5149,7086721,99530170
19673,5449,9206835,107203626
19673,5448,9212565,107183952
19673,5450,9215193,107223300
19673,5451,9237357,107242974
19673,5444,9520377,107105256
19673,5447,9612101,107164278
19673,5445,9685529,107124930
19673,5443,9695257,107085582
19673,5434,9825753,106908516
19719,5060,1748041,99783200
19719,5061,1868961,99802920
19719,5066,2155077,99901520
19719,5064,2208521,99862080
19719,5065,2250097,99881800
19719,5070,2271051,99980400
19719,5068,2370373,99940960
19719,5055,2753457,99684600
19719,5078,2905035,100138160
19719,5079,2916103,100157880
19719,5067,2966133,99921240
19719,5069,3000441,99960680
19719,5056,3090009,99704320
19719,5077,3097155,100118440
19719,5057,3126117,99724040
19719,5100,3426361,100572000
19719,5117,3495933,100907240
19719,5081,3501799,100197320
19719,5107,3594665,100710040
19719,5121,3760999,100986120
19719,5119,3807793,100946680
