t,c,witness_m,b_t
4025,2762,7078745,11119812
4025,2744,7150769,11047344
4025,2760,7455403,11111760
4031,2568,6330051,10354176
4033,1154,517131,4655236
4033,1155,521441,4659270
4033,1130,531193,4558420
4033,1145,536369,4618930
4033,1161,615453,4683474
4033,1158,649533,4671372
4033,1159,652843,4675406
4033,1605,2556793,6474570
4033,2331,5283957,9403254
4033,2324,5343153,9375016
4033,2340,5379537,9439560
4033,2329,5388825,9395186
4033,2347,5391833,9467798
4033,2343,5400113,9451662
4033,2333,5413469,9411322
4033,2346,5473445,9463764
4033,2328,5535513,9391152
4033,2339,5638677,9435526
4037,3180,8722497,12840840
4037,3251,9034543,13127538
4037,3249,9036345,13119462
4037,3250,9038511,13123500
4037,3248,9039943,13115424
4037,3289,9140345,13280982
4037,3291,9141351,13289058
4037,3282,9164923,13252716
4037,3278,9174013,13236564
4037,3287,9199957,13272906
4039,1899,3525799,7671960
4039,1902,3643639,7684080
4039,1934,3699319,7813360
4039,1935,3718819,7817400
4039,1949,3833437,7873960
4041,2316,5265569,9361272
4041,2313,5327931,9349146
4041,2314,5379429,9353188
4047,1056,243809,4274688
4047,1057,246439,4278736
4047,1063,246961,4303024
4047,1058,247473,4282784
4047,1055,254165,4270640
4047,1092,356181,4420416
4047,1091,357537,4416368
4047,1093,360351,4424464
4047,3129,8553233,12666192
4047,3153,8706401,12763344
4047,3152,8711811,12759296
4071,3138,8602461,12777936
4071,3168,8762623,12900096
4071,3166,8777073,12891952
4071,3164,8796651,12883808
4071,3165,8796905,12887880
4071,3177,8817213,12936744
4071,3183,8860755,12961176
4071,3240,8994761,13193280
4071,3233,9042569,13164776
4073,1659,2622577,6758766
4073,1660,2669189,6762840
4073,1663,2703079,6775062
4073,1685,2773783,6864690
4073,1766,3003365,7194684
4073,1767,3017413,7198758
4073,2109,4457913,8592066
4073,2186,4689701,8905764
4073,2189,4690985,8917986
4073,2190,4691025,8922060
4073,2111,4694413,8600214
4073,2184,4790705,8897616
4073,2185,4842601,8901690
4073,2299,5224221,9366126
4073,2408,6001519,9810192
4077,3420,9725857,13946760
4077,3419,9727639,13942682
4077,3418,9779009,13938604
4077,3417,9780361,13934526
4077,3421,9794443,13950838
4077,3422,9805725,13954916
4077,3423,9812633,13958994
4077,3424,9816711,13963072
4077,3425,9824073,13967150
4087,1344,1323559,5494272
4087,1345,1323665,5498360
4087,1346,1326373,5502448
4087,1342,1340661,5486096
4087,1348,1346429,5510624
4087,1349,1353231,5514712
4087,1350,1379525,5518800
4087,1379,1458273,5637352
4087,1380,1549265,5641440
4087,2643,6672001,10804584
4087,2645,6677217,10812760
4087,2642,6695571,10800496
4087,2644,6708019,10808672
4087,2655,6709797,10853640
4087,2659,6736953,10869992
4087,2658,6737173,10865904
4087,2656,6753817,10857728
4087,2650,6762065,10833200
4087,2654,6765209,10849552
4087,2652,6766017,10841376
4087,2653,6766209,10845464
4087,2660,6776595,10874080
4087,2664,6782353,10890432
4087,2663,6782659,10886344
4087,2667,6788263,10902696
4087,2665,6792245,10894520
4087,2668,6810269,10906784
4087,2669,6816583,10910872
4087,2646,6817257,10816848
4087,2648,6869173,10825024
4087,2647,6872295,10820936
4087,2651,7041245,10837288
4087,2795,7142997,11425960
4087,2794,7165173,11421872
4087,2796,7226621,11430048
4095,2008,3977441,8224768
4095,2012,4003053,8241152
4095,2009,4004253,8228864
4095,2002,4005665,8200192
4095,1993,4008105,8163328
4095,2000,4012275,8192000
4095,2010,4014043,8232960
4095,2011,4017915,8237056
4095,1999,4055649,8187904
4095,2001,4071765,8196096
4095,1994,4080369,8167424
4095,1998,4211625,8183808
4095,2003,4255191,8204288
4095,2610,6494129,10690560
4095,2605,6498951,10670080
4095,2607,6521289,10678272
4095,2608,6521383,10682368
4095,2615,6522513,10711040
4095,2611,6522549,10694656
4095,2609,6533031,10686464
4095,2616,6546471,10715136
4095,2592,6815511,10616832
4095,2593,6857325,10620928
4097,2076,4280293,8507448
4097,2084,4326173,8540232
4097,2085,4326817,8544330
4097,2087,4340489,8552526
4097,2082,4343991,8532036
4097,2083,4360257,8536134
4097,2089,4381941,8560722
4097,2090,4383679,8564820
4097,2092,4459783,8573016
4097,2158,4638661,8843484
4097,2086,4645321,8548428
4097,2179,4683883,8929542
4097,2192,4729455,8982816
4097,2191,4733659,8978718
4097,2193,4758465,8986914
4097,2180,4758859,8933640
4097,2194,4760871,8991012
4097,2184,4766253,8950032
4097,2185,4767261,8954130
4097,2181,4821333,8937738
4097,2186,4830961,8958228
4097,2187,4832563,8962326
4129,1987,3946819,8206310
4129,1986,3952903,8202180
4129,1991,3961363,8222830
4129,2012,4016143,8309560
4129,2011,4024893,8305430
4129,2000,4035817,8260000
4133,3294,9293331,13617396
4151,1781,3059179,7394712
4151,1780,3062945,7390560
4151,1787,3107377,7419624
4151,1788,3107525,7423776
4151,1789,3119313,7427928
4151,1790,3140585,7432080
4167,1529,2065999,6372872
4167,1543,2101339,6431224
4167,1544,2150349,6435392
4185,1987,3887323,8317582
4185,1985,3888297,8309210
4185,1986,3889423,8313396
4185,1989,3928813,8325954
4185,1988,3952209,8321768
4185,1990,3954749,8330140
4185,1991,3977409,8334326
4185,1993,3983049,8342698
4185,1992,3986681,8338512
4185,1995,3998331,8351070
4185,2098,4420543,8782228
4185,2115,4539531,8853390
4185,2114,4543011,8849204
4185,2135,4564893,8937110
4185,2112,4742077,8840832
4185,2227,5034813,9322222
4189,3289,9398899,13780910
4189,3286,9537365,13768340
4191,3401,9895269,14256992
4191,3403,9895797,14265376
4191,3402,9900051,14261184
4191,3404,9908493,14269568
4199,1093,239473,4590600
4199,1134,336501,4762800
4199,1147,345129,4817400
4199,1135,359503,4767000
4199,1161,443115,4876200
4199,1162,477711,4880400
4199,1157,477901,4859400
4199,1158,478693,4863600
4199,1164,482137,4888800
4199,1163,483057,4884600
4199,1159,483245,4867800
4199,1152,494501,4838400
4199,1165,497839,4893000
4199,1536,2055357,6451200
4199,2659,6801329,11167800
4199,2658,6803541,11163600
4199,2963,8051119,12444600
4199,2978,8103739,12507600
4199,2986,8184883,12541200
4199,2987,8199597,12545400
4199,2982,8514813,12524400
4199,2971,8541291,12478200
4199,3103,8651557,13032600
4199,3102,8652329,13028400
4199,3100,8660265,13020000
4199,2979,8661609,12511800
4199,3101,8691813,13024200
4199,3098,8700817,13011600
4199,2980,8733199,12516000
4199,3084,9077001,12952800
4217,1309,1093303,5521362
4217,1310,1093473,5525580
4217,1324,1100069,5584632
4217,1317,1126329,5555106
4217,1320,1135777,5567760
4217,1322,1141879,5576196
4217,1321,1143717,5571978
4217,1332,1180491,5618376
4217,1316,1195657,5550888
4217,1325,1232383,5588850
4217,1344,1258469,5668992
4217,1342,1287499,5660556
4217,1343,1289973,5664774
4217,2865,7544733,12084570
4217,2864,7550299,12080352
4221,3206,9010557,13535732
4221,3202,9049341,13518844
4221,3200,9114093,13510400
4221,3225,9167997,13615950
4221,3224,9186953,13611728
4221,3226,9656119,13620172
4233,1676,2601015,7096184
4233,1673,2615133,7083482
4233,1674,2619913,7087716
4233,1675,2622341,7091950
4255,2865,7580201,12193440
4255,2858,7591791,12163648
4255,2859,7594993,12167904
4255,2874,7597001,12231744
4255,2873,7604023,12227488
4255,2870,7704619,12214720
4255,2878,7736577,12248768
4255,2869,7774543,12210464
4255,2868,7776657,12206208
4255,2867,8046823,12201952
4255,2879,8057337,12253024
4257,1830,3222559,7792140
4269,3396,9978919,14500920
4271,2590,6557137,11064480
4295,1570,2126041,6744720
4295,1569,2159373,6740424
4295,1578,2170693,6779088
4295,1577,2183623,6774792
4295,1600,2270457,6873600
4295,1601,2286943,6877896
4295,2687,6958929,11543352
4295,2686,6958985,11539056
4295,2682,7044101,11521872
4297,1598,2268253,6868204
4297,1606,2309083,6902588
4297,1605,2316057,6898290
4297,2599,6474277,11170502
4297,2593,6477521,11144714
4297,2598,6496101,11166204
4297,2592,6526131,11140416
4297,2597,6532041,11161906
4297,2595,6538169,11153310
4297,2590,6545189,11131820
4297,2600,6559431,11174800
4297,2601,6560729,11179098
4297,2594,6629151,11149012
4311,2132,4530693,9193184
4311,2314,5212185,9977968
4311,2292,5213419,9883104
4311,2322,5306457,10012464
4313,2452,5968685,10577928
4313,3060,9095833,13200840
4321,2010,3989923,8687220
4321,2009,4069185,8682898
4321,2179,4744431,9417638
4321,2182,4801401,9430604
4345,1372,1269913,5962712
4345,1371,1274609,5958366
4353,1691,2754343,7362614
4353,3006,8319149,13088124
4353,3005,8331919,13083770
4353,2998,8364993,13053292
4353,3001,8368963,13066354
4353,3000,8369415,13062000
4353,2999,8391117,13057646
4353,3040,8548611,13236160
4353,3003,8809961,13075062
4393,2802,7437941,12311988
4393,2803,7444101,12316382
4393,2804,7452045,12320776
4393,2808,7479651,12338352
4393,2807,7506517,12333958
4393,2829,7644141,12430626
4425,2368,5570059,10480768
4425,2417,5728781,10697642
4425,2418,5755093,10702068
4425,2420,5756261,10710920
4425,2419,5758131,10706494
4425,2422,5764649,10719772
4425,2421,5782361,10715346
4425,2423,5921253,10724198
4439,3379,9983719,15002760
4439,3378,9984453,14998320
4481,2611,6612305,11702502
4481,2612,6680273,11706984
4489,2187,4713233,9819630
4489,2188,4724631,9824120
4489,2179,4727953,9783710
4489,2177,4741529,9774730
4489,2176,4743643,9770240
4489,2190,4744229,9833100
4489,2180,4747335,9788200
4489,2194,4754529,9851060
4489,2183,4760817,9801670
4489,2178,4763931,9779220
4489,2196,4770559,9860040
4489,2184,4778673,9806160
4489,2185,4783653,9810650
4489,2186,4789833,9815140
4489,2197,4795393,9864530
4489,2182,4797171,9797180
4489,2181,4801109,9792690
4489,2195,4805571,9855550
4489,2198,4818337,9869020
4489,2201,4840349,9882490
4489,2244,5067883,10075560
4489,2245,5106477,10080050
4489,2275,5108161,10214750
4489,2276,5108355,10219240
4489,2258,5113197,10138420
4489,2273,5136855,10205770
4489,2277,5196643,10223730
4489,2324,5394333,10434760
4489,2325,5397665,10439250
4489,2326,5409541,10443740
4489,2257,5411239,10133930
4511,1401,1159257,6321312
4511,1391,1212081,6276192
4511,1427,1308461,6438624
4511,1408,1318853,6352896
4511,1425,1345851,6429600
4511,1449,1434881,6537888
4511,1451,1439031,6546912
4511,1450,1472581,6542400
4511,2396,5752017,10810752
4511,2397,5784841,10815264
4511,2404,6123241,10846848
4513,1533,1911523,6919962
4543,1450,1457055,6588800
4543,1451,1457599,6593344
4543,3038,8759917,13804672
4543,3078,8844401,13986432
4543,3076,8854085,13977344
4543,3075,8856771,13972800
4543,3079,8858113,13990976
4543,3080,8870419,13995520
4543,3081,8881363,14000064
4543,3092,8894353,14050048
4543,3091,8911251,14045504
4543,3115,8919425,14154560
4543,3116,8922657,14159104
4543,3094,8938181,14059136
4543,3077,8959783,13981888
4543,3089,8988149,14036416
4543,3090,8991693,14040960
4543,3120,8994033,14177280
4543,3126,9009781,14204544
4543,3125,9016709,14200000
4543,3121,9026429,14181824
4543,3042,9027753,13822848
4543,3088,9040265,14031872
4543,3133,9046377,14236352
4543,3232,9545331,14686208
4543,3222,9656409,14640768
4543,3271,9724371,14863424
4543,3272,9734529,14867968
4545,1591,2033277,7232686
4545,1596,2090009,7255416
4545,1600,2092131,7273600
4545,1597,2107169,7259962
4545,2951,8238057,13415246
4545,2976,8373329,13528896
4545,2963,8374561,13469798
4545,2983,8380755,13560718
4545,2978,8445269,13537988
4569,2947,8249265,13467790
4569,2950,8255983,13481500
4569,2951,8260665,13486070
4569,2946,8264861,13463220
4569,2952,8267359,13490640
4569,2953,8268735,13495210
4569,2949,8269981,13476930
4569,2948,8294511,13472360
4569,2945,8313033,13458650
4583,3198,9420633,14659632
4607,2026,3985469,9335808
4607,2027,4033685,9340416
4607,2029,4056065,9349632
4607,2075,4182193,9561600
4607,2078,4234963,9575424
4607,2080,4265573,9584640
4607,2211,4905401,10188288
4607,2450,5920145,11289600
4607,2451,5922933,11294208
4607,2454,5935393,11308032
4607,2453,5940089,11303424
4607,2446,5968805,11271168
4607,2445,5978157,11266560
4607,2463,5978889,11349504
4607,2459,5991033,11331072
4607,2452,6005757,11298816
4607,2449,6008659,11284992
4607,2444,6014693,11261952
4607,2464,6046131,11354112
4607,2462,6051883,11344896
4607,2461,6302765,11340288
4607,2520,6324553,11612160
4607,2527,6331617,11644416
4607,2465,6340879,11358720
4607,2511,6343033,11570688
4607,2532,6345193,11667456
4607,2542,6348333,11713536
4607,2531,6350681,11662848
4607,2534,6352173,11676672
4607,2535,6354957,11681280
4607,2530,6360353,11658240
4607,2521,6365563,11616768
4607,2447,6373543,11275776
4607,2522,6382473,11621376
4607,2533,6398697,11672064
4607,2552,6403353,11759616
4607,2537,6415021,11690496
4607,2536,6420553,11685888
4607,2543,6429379,11718144
4607,2554,6461503,11768832
4607,2553,6462149,11764224
4607,2548,6718257,11741184
4639,3111,9015139,14435040
4639,3123,9661785,14490720
4665,2418,5787033,11282388
4665,2419,5787223,11287054
4665,2417,5898353,11277722
4687,2728,7334109,12788864
4697,1606,1985017,7544988
4697,1608,2036593,7554384
4697,3000,8575625,14094000
4697,3023,8652713,14202054
4697,3019,8663331,14183262
4697,3018,8663521,14178564
4697,3021,8692453,14192658
4697,3029,8703593,14230242
4697,3020,8712757,14187960
4697,3022,8718403,14197356
4697,3030,8721883,14234940
4697,3031,8727453,14239638
4697,3032,8729445,14244336
4697,3033,8731785,14249034
4697,3050,8783189,14328900
4697,3049,8807817,14324202
4697,3048,8810923,14319504
4697,3062,8856919,14385276
4697,3063,8890551,14389974
4697,3065,8896063,14399370
4697,3073,8911191,14436954
4697,3075,9026991,14446350
4697,3072,9067745,14432256
4697,3071,9501029,14427558
4705,2414,5722021,11360284
4705,2413,5728011,11355578
4705,2404,5760619,11313224
4705,2403,5765405,11308518
4705,2407,5776879,11327342
4705,2408,5777055,11332048
4705,2417,5815473,11374402
4705,2415,6136297,11364990
4705,2416,6138073,11369696
4705,2635,6789373,12400310
4705,2636,6824249,12405016
4705,2637,6829311,12409722
4705,2638,6830277,12414428
4705,2641,6873711,12428546
4705,2643,6882057,12437958
4705,2639,6899313,12419134
4705,2656,6933873,12499136
4705,2654,6935931,12489724
4705,2642,7057995,12433252
4759,1823,3015591,8677480
4759,1825,3017625,8687000
4759,1827,3018809,8696520
4759,1824,3041577,8682240
4759,1826,3044353,8691760
4759,2689,7134283,12799640
4759,2690,7137231,12804400
4759,2809,7676225,13370840
4759,2808,7676825,13366080
4759,2807,7679839,13361320
4759,2810,7684753,13375600
4759,2815,7735065,13399400
4759,2814,7736137,13394640
4759,2812,7739733,13385120
4759,2820,7779375,13423200
4759,2816,7801695,13404160
4759,2818,8208845,13413680
4767,1855,3124829,8844640
4767,1854,3147933,8839872
4767,1844,3175279,8792192
4767,1846,3176705,8801728
4767,1860,3191355,8868480
4767,1861,3353285,8873248
4767,2831,7747837,13498208
4767,2830,7752481,13493440
4767,2834,7826083,13512512
4767,2833,7848149,13507744
4767,2835,7855317,13517280
4767,2862,7891629,13646016
4767,2875,7941689,13708000
4767,2880,7956313,13731840
4767,2839,7966335,13536352
4767,2872,8015141,13693696
4767,2871,8022749,13688928
4767,2874,8040379,13703232
4775,2189,4709733,10454664
4775,2190,4713153,10459440
4775,2188,4723301,10449888
4775,2193,4770809,10473768
4775,2185,4789473,10435560
4775,2563,6545885,12240888
4775,2564,6552569,12245664
4775,2565,6569825,12250440
4775,2566,6824839,12255216
4783,1921,3419337,9190064
4783,2815,7786437,13466960
4783,2813,7795893,13457392
4783,2814,8216741,13462176
4783,2854,8434257,13653536
4793,1683,2236477,8068302
4793,1929,3542083,9247626
4793,1925,3591729,9228450
4793,2077,4211593,9957138
4793,2654,6923517,12723276
4793,2657,6946529,12737658
4793,2656,6955441,12732864
4793,2828,7750905,13557432
4793,3058,8897443,14660052
4793,3059,8916463,14664846
4793,3057,8919379,14655258
4793,3056,8939773,14650464
4793,3055,8949537,14645670
4793,3060,9033329,14669640
4793,3079,9062577,14760726
4793,3080,9062673,14765520
4793,3077,9160131,14751138
4793,3076,9198951,14746344
4807,1741,2559217,8370728
4807,1743,2563003,8380344
4807,1746,2600443,8394768
4807,1754,2630165,8433232
4807,1756,2634249,8442848
4807,1755,2654473,8438040
4807,1750,2658485,8414000
4807,1749,2659725,8409192
4807,1765,2673133,8486120
4807,1748,2674629,8404384
4807,1757,2682435,8447656
4807,1747,2704011,8399576
4807,1788,2835329,8596704
4807,1793,2837913,8620744
4807,1792,2846961,8615936
4807,1790,2853153,8606320
4807,1787,2859393,8591896
4807,1791,2861733,8611128
4807,1789,2862471,8601512
4807,3002,8578731,14433616
4807,3012,8627817,14481696
4807,3003,8629633,14438424
4807,3005,8638513,14448040
4807,3010,8641925,14472080
4807,3011,8642765,14476888
4807,3004,8654793,14443232
4807,3014,8697823,14491312
4807,3040,8785317,14616320
4807,3037,8795969,14601896
4807,3045,8801217,14640360
4807,3038,8801309,14606704
4807,3043,8813013,14630744
4807,3042,8817799,14625936
4807,3033,8817883,14582664
4807,3050,8818321,14664400
4807,3044,8820245,14635552
4807,3039,8841029,14611512
4807,3048,8843157,14654784
4807,3046,8844177,14645168
4807,3047,8854071,14649976
4807,3032,8854473,14577856
4807,3049,8870337,14659592
4807,3135,9214201,15073080
4807,3109,9226409,14948072
4807,3136,9261117,15077888
4807,3145,9363697,15121160
4807,3141,9369823,15101928
4807,3142,9370053,15106736
4807,3143,9533373,15111544
4807,3110,9678341,14952880
4809,1802,2815085,8667620
4809,1891,3313197,9095710
4809,1892,3313289,9100520
4809,1897,3364505,9124570
4809,1898,3370121,9129380
4809,1899,3396375,9134190
4809,1901,3414957,9143810
4809,1894,3421003,9110140
4809,1896,3517313,9119760
4809,1977,3694339,9509370
4809,1979,3694833,9518990
4809,1978,3695049,9514180
4809,1980,3698249,9523800
4809,1981,3698385,9528610
4809,2855,7881509,13732550
4809,2846,7907623,13689260
4809,2845,7950089,13684450
4809,2844,7954573,13679640
4809,2843,7960185,13674830
4809,2852,7981557,13718120
4809,2914,8210105,14016340
4809,2915,8210849,14021150
4809,2957,8320513,14223170
4809,2959,8397305,14232790
4809,2958,8422639,14227980
4809,2956,8452497,14218360
4809,2953,8530791,14203930
4809,3004,8708503,14449240
4809,3005,8715763,14454050
4809,3006,8728385,14458860
4825,1300,381009,6273800
4825,1301,405739,6278626
4825,1282,416841,6186932
4825,1280,428017,6177280
4825,1275,498597,6153150
4825,1274,509937,6148324
4825,1330,527225,6418580
4825,1331,535085,6423406
4825,1329,535339,6413754
4825,1327,544279,6404102
4825,1328,554521,6408928
4825,1338,686849,6457188
4825,1339,701453,6462014
4825,1340,706603,6466840
4825,1630,2029417,7866380
4825,1633,2050929,7880858
4825,1659,2148045,8006334
4825,1661,2155089,8015986
4825,1660,2165105,8011160
4825,1658,2172439,8001508
4825,1672,2205403,8069072
4831,2419,5853849,11688608
4831,2421,5854305,11698272
4831,2416,5854335,11674112
4831,2420,5857173,11693440
4831,2423,5864621,11707936
4831,2422,5873565,11703104
4831,2375,6005181,11476000
4855,1919,3412981,9318664
4855,1925,3430777,9347800
4855,1926,3449479,9352656
4855,1921,3459153,9328376
4855,1935,3471965,9396360
4855,1953,3488285,9483768
4855,1927,3494805,9357512
4855,1928,3500659,9362368
4855,1933,3500811,9386648
4855,1936,3506503,9401216
4855,1934,3507245,9391504
4855,1929,3507993,9367224
4855,1937,3510373,9406072
4855,1952,3513461,9478912
4855,1939,3546597,9415784
4855,1943,3575443,9435208
