rank,t,c,witness_m,b_t,c_over_t
1,327695231,81923126,1320111,26845817780735232,0.249997920
2,303967101,75990326,2283283,23098559174255252,0.249995232
3,133301871,33324063,1529233,4442159980545936,0.249989462
4,90502807,22627131,3350571,2047818892483848,0.250015792
5,89913893,22476689,2608579,2020966632216966,0.249980156
6,53497613,13374288,3454473,715492496948832,0.249997846
7,45761407,11440542,4219977,523535310203136,0.250004157
8,24235501,6058697,1464979,146835563260894,0.249992645
9,21892247,5473536,4697193,119828007548928,0.250021663
10,21654679,5412977,9149923,117216284782360,0.249968009
11,17844449,4461215,3190663,79607928006750,0.250005758
12,16817599,4203767,8637897,70697271899200,0.249962376
13,14822199,3705500,1660005,54923662100000,0.249996644
14,11567789,2891863,3467277,33452463892770,0.249992717
15,10560981,2639353,5145029,27874159524646,0.249915514
16,9754117,2438232,1247719,23782802639376,0.249969526
17,9363863,2341202,31873,21922697124528,0.250025230
18,9204751,2301201,1054303,21181984507152,0.250001439
19,8897599,2224312,2420211,19791038451200,0.249990138
20,8361989,2089866,4458681,17475438593340,0.249924510
21,7105583,1776335,4797717,12621897554640,0.249991450
22,7077005,1768419,6192757,12515111873514,0.249882401
23,6633359,1657798,4444805,10996770941280,0.249918329
24,5799079,1449482,318601,8405662076560,0.249950380
25,5754527,1438408,4169913,8277359111424,0.249961118
26,4694881,1174025,4902717,5511908840050,0.250064911
27,4553005,1138035,3434925,5181480183210,0.249952504
28,4553005,1138187,4963003,5182172240122,0.249985888
29,4021025,1005328,9538201,4042450026528,0.250017844
30,3660509,914793,6331149,3348608924430,0.249908688
31,3192845,798177,4190613,2548456241742,0.249989273
32,2806265,701602,370731,1968881838132,0.250012739
33,2806265,701603,4614101,1968884644398,0.250013096
34,2755735,688765,11489,1898054506040,0.249938764
35,2729985,682876,7129513,1864241919736,0.250139103
36,2506041,626806,5206573,1570802161852,0.250118015
37,2459989,614743,8929311,1512261632570,0.249896646
38,2199437,549835,5699685,1209327992730,0.249988974
39,2199437,549819,5716663,1209292801722,0.249981700
40,1939909,484721,3623137,940315115110,0.249867906
41,1780007,445057,6044833,792205020456,0.250031039
42,1773565,443373,6785271,786351278118,0.249989710
43,1638351,409296,3787257,670570920192,0.249821925
44,1429423,357633,3181057,511209193392,0.250193959
45,1423471,356029,5674297,506797312688,0.250113279
46,1332511,333407,482921,444268828384,0.250209567
47,1332511,333406,4128609,444267495872,0.250208816
48,1240289,310217,7617,384759042930,0.250116707
49,1145487,286373,18711,328036835024,0.250001091
50,1050297,262622,2019393,275831361356,0.250045463
51,1050297,262619,6628777,275828210462,0.250042607
52,1050297,262625,7658779,275834512250,0.250048320
53,1050297,262629,7971969,275838713442,0.250052128
54,1048321,262182,6921313,274851158604,0.250097060
55,1014175,253379,5152857,256970900704,0.249837553
56,888061,221980,2998205,197132002760,0.249960307
57,887449,221865,4321197,196894094250,0.250003099
58,887449,221871,5210217,196899418950,0.250009860
59,864231,216180,3204561,186829673760,0.250141455
60,864231,216096,8584505,186757078272,0.250044259
61,818295,204681,134909,167489643576,0.250131065
62,801815,200523,2275101,160782549768,0.250086367
63,775045,193720,5329611,150141911120,0.249946777
64,773721,193520,5121943,149730681440,0.250115998
65,717599,179486,3537883,128799153600,0.250120192
66,677479,169182,6620621,114617421360,0.249722870
67,676701,169150,4976383,114464143300,0.249962687
68,676701,169151,8981475,114464820002,0.249964164
69,668661,167112,1653245,111741444144,0.249920363
70,654421,163526,7064361,107015011972,0.249878901
71,645279,161306,439625,104087535680,0.249978691
72,645279,161305,1199113,104086890400,0.249977142
73,603695,150934,5802273,91118252064,0.250016979
74,552737,138262,994905,76422661356,0.250140664
75,552737,138264,8329117,76423766832,0.250144282
76,538201,134562,299539,72421537524,0.250021832
77,538201,134605,6129549,72444680210,0.250101728
78,535897,134094,8829439,71860706412,0.250223457
79,443033,110843,1682429,49107217662,0.250191295
80,443033,110845,2274689,49108103730,0.250195809
81,443033,110856,8308473,49112977104,0.250220638
82,432543,108049,3033913,46735946656,0.249799442
83,432543,108048,5553785,46735514112,0.249797130
84,432543,108077,9480809,46748057888,0.249864175
85,429661,107359,168733,46128082658,0.249869083
86,427989,106875,73759,45741431250,0.249714362
87,427989,106879,1928097,45743143210,0.249723708
88,427989,106874,8303655,45741003260,0.249712025
89,406817,101788,5539025,41409190584,0.250205867
90,406817,101789,5573849,41409597402,0.250208325
91,405997,101425,4629283,41178347150,0.249817117
92,405997,101458,5689723,41191745084,0.249898398
93,405997,101423,7564791,41177535154,0.249812191
94,398823,99788,185669,39797849312,0.250206232
95,398823,99773,9633297,39791866952,0.250168621
96,386623,96676,4113823,37377261824,0.250052377
97,378081,94586,2400859,35761264052,0.250173905
98,378081,94584,2740191,35760507888,0.250168615
99,378081,94583,2837359,35760129806,0.250165970
100,378081,94585,3477291,35760885970,0.250171260
101,362749,90524,370401,32837581000,0.249549964
102,339353,84915,6327831,28816244910,0.250226166
103,339353,84914,8241605,28815905556,0.250223219
104,334589,83580,429057,27965032200,0.249799007
105,334589,83583,1838585,27966035970,0.249807973
106,334589,83579,4167841,27964697610,0.249796018
107,308487,77057,7751913,23771159816,0.249790105
108,304007,75916,4887401,23079071328,0.249717934
109,292735,73190,933,21425347840,0.250021350
110,292735,73191,2143,21425640576,0.250024766
111,292735,73192,65659,21425933312,0.250028182
112,292735,73189,677361,21425055104,0.250017934
113,292735,73290,972989,21454621440,0.250362956
114,292735,73261,1574923,21446132096,0.250263891
115,292735,73260,1638405,21445839360,0.250260474
116,292735,73258,2270713,21445253888,0.250253642
117,292735,73193,2605961,21426226048,0.250031599
118,292735,73271,3738965,21449059456,0.250298051
119,292735,73199,5160403,21427982464,0.250052095
120,292511,73118,165831,21387892416,0.249966668
121,292511,73117,7777603,21387599904,0.249963249
122,287111,71743,7000491,20598276216,0.249878967
123,269431,67382,8931,18154867024,0.250090004
124,269431,67381,558799,18154597592,0.250086293
125,269431,67380,1792649,18154328160,0.250082581
126,269017,67258,613209,18093612644,0.250013940
127,258727,64808,6686119,16767644224,0.250487966
128,258727,64807,8939937,16767385496,0.250484101
129,247237,61781,904491,15274610878,0.249885737
130,244449,61174,14991,14953984300,0.250252609
131,244449,61180,1865069,14955451000,0.250277154
132,244449,61183,6883445,14956184350,0.250289426
133,244449,61178,7465921,14954962100,0.250268972
134,227207,56892,5125497,12926317536,0.250397215
135,223343,55841,1936653,12471752304,0.250023506
136,221093,55242,1732785,12213674748,0.249858657
137,215769,54049,1501865,11662152730,0.250494742
138,208903,52252,6452733,10915651808,0.250125656
139,198105,49553,9333757,9816746618,0.250135029
140,197655,49445,370441,9773100920,0.250158104
141,197655,49450,432357,9774089200,0.250183400
142,197655,49446,776031,9773298576,0.250163163
143,197655,49448,864583,9773693888,0.250173282
144,197655,49454,1143873,9774879824,0.250203638
145,197655,49447,1446171,9773496232,0.250168222
146,197655,49466,4657873,9777251696,0.250264349
147,197655,49449,4814969,9773891544,0.250178341
148,197655,49464,7176125,9776856384,0.250254231
149,197655,49465,7468113,9777054040,0.250259290
150,193621,48399,4513181,9371111178,0.249967720
151,186191,46494,1798241,8656810848,0.249711318
152,180725,45118,3206825,8153995668,0.249650021
153,180725,45119,3679953,8154176394,0.249655554
154,178151,44634,2352425,7951636368,0.250540272
155,178151,44630,2884371,7950923760,0.250517819
156,178151,44631,3486093,7951101912,0.250523432
157,178151,44632,3814701,7951280064,0.250529046
158,178151,44642,9045859,7953061584,0.250585178
159,178151,44643,9496949,7953239736,0.250590791
160,178151,44641,9578743,7952883432,0.250579565
161,177669,44403,289257,7889081010,0.249919795
162,177669,44404,413359,7889258680,0.249925423
163,177669,44400,1881853,7888548000,0.249902909
164,177669,44415,2113541,7891213050,0.249987336
165,177669,44414,3766521,7891035380,0.249981708
166,177669,44413,4495011,7890857710,0.249976079
167,177185,44369,39245,7861565634,0.250410588
168,177185,44352,5781097,7858553472,0.250314643
169,162879,40769,2266121,6640454720,0.250302372
170,160033,40131,8382657,6422324454,0.250767029
171,153239,38383,5517657,5881810920,0.250478011
172,153239,38378,7838733,5881044720,0.250445383
173,153239,38379,8977077,5881197960,0.250451908
174,151663,37968,3298133,5758378752,0.250344514
175,151663,37965,4624233,5757923760,0.250324733
176,148833,37362,9007121,5560735908,0.251033037
177,145943,36496,6388441,5326372224,0.250070233
178,145943,36504,6718657,5327539776,0.250125049
179,145943,36495,7507695,5326226280,0.250063381
180,145943,36585,8168369,5339361240,0.250680060
181,145943,36586,8193213,5339507184,0.250686912
182,145943,36508,9068955,5328123552,0.250152457
183,145943,36500,9295449,5326956000,0.250097641
184,141977,35595,9452321,5053706910,0.250709622
185,140303,35216,3674271,4940945664,0.250999622
186,140303,35213,3713681,4940524752,0.250978240
187,140303,35217,6284691,4941085968,0.251006750
188,138303,34617,3146443,4787669568,0.250298258
189,130873,32906,6409293,4306539844,0.251434597
190,126615,31736,1664577,4018285376,0.250649607
191,126615,31737,4095537,4018411992,0.250657505
192,126615,31732,8863081,4017778912,0.250618015
193,126615,31731,9203729,4017652296,0.250610117
194,126615,31734,9699457,4018032144,0.250633811
195,120761,30220,106033,3649427640,0.250246354
196,120761,30235,481071,3651239070,0.250370567
197,120761,30241,2628133,3651963642,0.250420252
198,120761,30236,4024875,3651359832,0.250378847
199,120761,30237,4754211,3651480594,0.250387128
200,118431,29681,187381,3515180192,0.250618504
201,118431,29716,1028899,3519325312,0.250914034
202,118431,29684,3238689,3515535488,0.250643835
203,118431,29717,4330791,3519443744,0.250922478
204,118431,29718,5012949,3519562176,0.250930922
205,118431,29720,7013053,3519799040,0.250947809
206,118431,29731,7400129,3521101792,0.251040690
207,118431,29729,8770145,3520864928,0.251023803
208,114167,28552,403365,3259724736,0.250089781
209,114167,28553,1762377,3259838904,0.250098540
210,114167,28555,2744083,3260067240,0.250116058
211,107713,26957,43173,2903646298,0.250266913
212,107713,26958,236045,2903754012,0.250276197
213,107713,26965,236333,2904508010,0.250341184
214,107713,26964,255057,2904400296,0.250331901
215,107713,26966,274625,2904615724,0.250350468
216,107713,26954,326889,2903323156,0.250239061
217,107713,26952,349653,2903107728,0.250220493
218,107713,26956,394851,2903538584,0.250257629
219,107713,26955,462669,2903430870,0.250248345
220,107713,26950,520769,2902892300,0.250201925
221,107713,26953,754833,2903215442,0.250229777
222,107713,26951,1222781,2903000014,0.250211209
223,107713,26959,1682083,2903861726,0.250285481
224,105461,26313,408809,2775021606,0.249504556
225,105461,26315,429633,2775232530,0.249523521
226,104153,26125,7691821,2721023250,0.250832909
227,104153,26178,9078689,2726543412,0.251341776
228,104153,26176,9082661,2726335104,0.251322574
229,97791,24465,38737,2392481280,0.250176397
230,97791,24541,4606099,2399913472,0.250953564
231,97791,24542,4822813,2400011264,0.250963790
232,90497,22633,6817183,2048241234,0.250096688
233,87841,21963,1586025,1929273846,0.250031307
234,79673,20004,8991841,1593798696,0.251076274
235,75609,18974,7424031,1434624140,0.250948961
236,71791,17901,1605477,1285148592,0.249348804
237,71649,18005,3322851,1290058250,0.251294505
238,70401,17686,3780245,1245129772,0.251218022
239,70401,17687,5150233,1245200174,0.251232227
240,69177,17441,7131111,1206533498,0.252121370
241,69177,17424,7992975,1205357472,0.251875623
242,69177,17426,8594709,1205495828,0.251904535
243,69177,17427,9733939,1205565006,0.251918990
244,68281,17143,18891,1170558326,0.251065450
245,68281,17139,1503231,1170285198,0.251006869
246,68281,17141,2256969,1170421762,0.251036159
247,68281,17140,2305861,1170353480,0.251021514
248,68281,17137,4135395,1170148634,0.250977578
249,68281,17138,4340281,1170216916,0.250992223
250,68281,17147,5376665,1170831454,0.251124032
251,68281,17144,5435713,1170626608,0.251080095
252,68281,17142,7883157,1170490044,0.251050805
253,64391,16174,5839971,1041476208,0.251184172
254,64391,16262,9382551,1047142704,0.252550822
255,64295,16152,2527801,1038508992,0.251217046
256,64295,16147,4178649,1038187512,0.251139280
257,64295,16154,5076393,1038637584,0.251248153
258,64215,16035,1222551,1029703560,0.249708012
259,63903,15979,1147713,1021122016,0.250050858
260,63903,15980,1434237,1021185920,0.250066507
261,55833,14062,3999453,785137708,0.251858220
